num_words,num_unique_words,num_stopwords,num_links,num_unique_domains,num_email_addresses,num_spelling_errors,num_urgent_keywords,label
341,175,90,0,0,1,34,0,0
23,19,0,0,0,0,9,0,1
231,140,67,0,0,0,7,0,0
213,126,43,0,0,0,56,0,0
179,103,63,1,1,2,5,1,0
10,10,2,0,0,0,2,0,0
1068,432,364,0,0,0,11,1,1
19,17,6,0,0,0,2,0,0
61,58,8,0,0,0,13,0,1
59,45,19,0,0,0,0,0,0
168,116,51,0,0,0,20,0,0
113,88,27,0,0,0,5,0,0
40,37,8,0,0,1,5,0,0
47,39,19,0,0,0,0,0,0
42,35,14,0,0,1,2,0,0
323,231,69,5,4,1,45,0,1
19,19,4,0,0,0,1,1,0
13,13,2,0,0,0,2,0,1
16,15,6,0,0,0,0,0,0
35,32,8,0,0,0,7,0,1
275,152,1,0,0,0,152,0,1
127,91,39,0,0,0,3,0,1
567,238,209,0,0,16,28,1,0
14,14,4,0,0,0,1,0,0
46,37,17,0,0,0,3,0,1
76,50,30,0,0,0,3,0,0
42,32,11,0,0,0,3,0,0
98,73,26,3,3,1,13,0,1
236,146,61,0,0,0,14,0,0
60,43,10,0,0,0,14,0,0
93,61,7,0,0,0,55,0,1
92,62,32,0,0,0,7,0,1
419,178,156,0,0,0,14,1,0
55,50,15,0,0,0,11,0,1
63,51,17,2,1,0,4,0,1
50,44,6,0,0,0,4,0,1
310,164,75,0,0,6,21,0,0
108,65,17,0,0,0,30,0,1
328,190,97,0,0,0,24,0,1
89,64,31,0,0,0,0,0,1
69,58,22,0,0,0,6,0,1
103,78,30,0,0,0,7,3,1
36,29,11,0,0,0,0,0,1
98,71,27,0,0,0,3,0,0
100,74,30,3,3,2,17,0,0
22,18,3,0,0,0,9,0,0
10,10,3,0,0,0,2,0,1
90,61,39,0,0,0,0,0,1
220,149,17,0,0,0,93,0,1
133,94,46,0,0,0,2,0,1
172,112,59,0,0,0,13,0,0
3593,889,1250,0,0,0,67,4,1
589,284,170,0,0,0,15,2,1
2730,815,981,2,2,0,18,0,1
369,184,137,5,4,2,20,0,1
115,76,49,0,0,1,6,0,0
5,5,2,0,0,0,0,0,0
190,127,64,0,0,0,12,1,1
140,84,41,0,0,6,18,0,0
95,68,35,0,0,0,2,0,0
139,83,46,0,0,0,12,0,0
89,74,21,2,2,3,14,1,1
469,206,159,0,0,0,33,0,0
475,252,169,0,0,0,15,1,0
310,189,86,0,0,1,34,0,0
13,13,5,0,0,0,2,0,0
33,24,13,0,0,0,2,0,1
119,77,41,0,0,0,11,0,0
243,112,81,0,0,0,25,0,0
169,108,55,0,0,0,5,1,1
360,160,84,1,1,5,67,0,0
121,43,13,0,0,0,15,0,1
333,181,139,0,0,0,20,0,1
838,372,204,0,0,0,46,0,1
49,42,9,0,0,0,5,0,1
482,261,151,0,0,0,19,0,0
184,111,67,0,0,0,20,1,0
196,121,52,0,0,0,19,0,0
10,10,2,0,0,0,0,0,1
65,38,9,0,0,0,18,0,0
25,23,5,0,0,0,1,1,1
124,80,38,0,0,0,10,0,1
468,249,171,0,0,0,30,1,1
115,84,38,0,0,0,3,0,0
585,297,98,0,0,0,113,1,1
112,84,24,1,1,4,21,1,0
148,146,3,0,0,0,23,0,1
15,14,3,0,0,0,1,0,0
61,52,21,0,0,0,1,0,1
7,7,1,0,0,0,0,0,1
26,12,3,0,0,0,3,0,0
110,65,25,0,0,0,8,0,0
64,48,25,0,0,0,1,0,1
49,42,9,0,0,0,7,0,1
16,16,9,0,0,0,0,0,0
149,103,47,2,1,1,7,0,0
373,190,137,0,0,5,32,0,0
552,254,179,0,0,0,39,0,0
24,23,6,2,1,0,1,0,1
398,204,142,0,0,4,15,0,0
7,7,3,0,0,0,0,0,0
73,53,18,1,1,0,8,0,0
34,27,9,0,0,0,3,0,1
35,30,15,0,0,0,2,0,0
70,61,17,0,0,0,1,0,1
585,242,253,6,4,3,17,0,1
208,140,60,0,0,0,16,0,1
501,286,157,0,0,0,98,0,1
74,67,10,0,0,0,18,0,1
1888,640,505,4,3,5,98,1,0
41,32,2,0,0,0,6,0,0
16,16,6,0,0,0,1,0,0
479,241,145,5,1,1,15,1,1
411,214,114,1,1,0,38,0,0
355,204,108,5,5,0,23,1,0
81,74,9,1,1,1,6,0,1
142,91,48,0,0,0,17,0,0
195,110,74,0,0,0,15,0,0
66,54,3,0,0,0,37,0,1
138,97,48,0,0,0,4,0,1
937,366,380,0,0,0,25,1,1
187,67,24,0,0,0,60,0,0
1478,488,600,5,5,1,15,2,1
628,614,14,0,0,0,49,0,1
85,83,2,0,0,0,15,0,1
3,1,0,0,0,0,3,0,0
117,96,24,0,0,0,13,0,0
53,44,6,0,0,0,6,0,1
372,155,119,1,1,0,16,0,0
10,10,1,0,0,0,0,0,1
356,216,102,0,0,0,25,0,1
1752,851,514,0,0,0,102,0,1
117,92,36,0,0,0,3,0,1
139,101,49,1,1,0,3,0,1
1512,493,599,5,5,1,4,1,1
164,124,45,1,1,0,4,1,0
139,71,7,0,0,0,68,0,0
107,78,38,0,0,0,0,1,1
124,74,40,1,1,1,4,0,0
71,53,33,0,0,0,0,0,0
768,354,192,0,0,0,129,1,1
141,101,47,1,1,1,13,1,1
63,58,11,0,0,0,7,0,1
127,87,44,0,0,0,8,1,0
443,186,180,0,0,1,18,0,0
72,50,18,0,0,0,18,0,0
73,72,4,0,0,0,2,0,1
69,62,12,0,0,0,11,0,1
714,324,216,12,4,3,55,1,0
102,83,24,0,0,0,10,0,1
86,56,11,0,0,0,32,0,0
28,25,6,0,0,0,1,0,1
276,127,90,0,0,0,16,0,0
150,104,48,2,1,1,7,0,0
247,122,104,0,0,0,15,0,0
58,48,23,0,0,0,11,0,1
488,282,158,0,0,0,85,0,1
5,4,0,0,0,0,2,0,0
119,65,39,0,0,0,9,2,0
1336,424,507,0,0,0,23,3,1
159,92,58,0,0,0,9,0,0
33,29,6,0,0,0,7,0,1
147,107,47,0,0,0,8,0,1
309,152,129,0,0,0,1,0,1
196,116,78,1,1,0,10,0,0
66,60,8,0,0,0,12,0,1
534,237,202,0,0,0,14,1,1
160,115,56,0,0,3,14,0,0
47,45,10,0,0,0,5,0,1
80,64,33,0,0,0,7,0,1
659,345,208,0,0,0,96,1,1
37,34,6,0,0,0,8,0,1
55,41,9,0,0,0,6,0,1
26,20,15,0,0,0,1,0,1
217,210,12,0,0,0,35,0,1
17,16,0,0,0,1,3,0,0
325,185,121,0,0,0,19,0,1
97,76,28,0,0,0,6,0,1
131,99,39,0,0,0,10,0,1
54,37,2,0,0,0,9,0,1
481,204,145,12,3,0,16,0,0
156,124,40,0,0,0,26,0,1
253,165,95,0,0,0,5,0,1
82,65,24,0,0,0,7,0,1
394,219,124,4,3,1,19,1,1
11,10,0,0,0,0,2,0,0
25,22,7,0,0,0,1,0,1
132,131,2,0,0,0,8,0,1
112,80,52,0,0,0,1,0,0
57,46,22,0,0,0,1,0,1
53,37,6,0,0,0,11,0,0
279,161,89,1,1,4,13,1,0
103,70,27,3,3,1,13,0,1
166,106,61,0,0,0,6,1,0
10,10,2,0,0,0,1,0,1
358,139,73,0,0,0,20,0,0
106,86,26,0,0,0,8,0,1
253,145,74,0,0,0,6,1,1
194,112,77,1,1,1,4,0,1
9,9,1,0,0,0,4,0,1
384,217,115,0,0,0,19,0,1
62,52,17,0,0,0,10,1,1
51,46,15,0,0,0,2,1,0
379,183,147,0,0,0,2,0,1
34,31,10,0,0,0,4,0,1
89,65,28,0,0,0,16,1,1
110,81,40,0,0,0,9,0,1
40,38,8,0,0,0,7,0,1
105,71,44,0,0,0,2,0,0
80,56,43,0,0,0,1,0,0
234,129,88,0,0,0,7,0,0
177,103,55,2,2,2,11,0,0
9,9,5,0,0,0,1,0,0
147,89,48,0,0,0,25,0,0
42,38,14,0,0,0,5,0,1
846,366,261,10,3,8,46,2,0
409,193,111,2,2,2,51,0,0
81,81,0,0,0,0,39,0,1
274,174,90,0,0,0,12,1,0
93,58,30,0,0,0,1,1,1
15,14,7,0,0,0,0,0,0
112,75,40,3,1,0,4,0,1
39,33,8,0,0,0,5,0,1
37,30,7,0,0,0,11,0,0
297,205,52,0,0,0,27,0,0
280,141,107,0,0,6,13,0,0
48,47,7,0,0,0,2,0,1
5,5,2,0,0,0,0,0,0
174,117,58,0,0,0,9,0,0
181,117,57,5,3,1,11,0,0
25,22,9,0,0,0,1,0,1
45,40,16,0,0,1,1,0,0
45,34,17,1,1,0,3,0,1
256,133,77,0,0,1,32,1,0
303,184,96,0,0,0,18,0,1
35,32,14,0,0,0,0,0,0
207,115,74,2,1,0,4,1,0
132,107,25,0,0,0,4,0,1
367,186,116,0,0,5,39,0,0
57,52,2,0,0,0,16,0,1
131,76,49,0,0,0,4,0,1
80,66,16,0,0,0,24,1,1
430,177,130,3,2,1,11,0,0
14,14,4,0,0,0,0,0,1
223,122,86,0,0,0,23,0,0
117,63,29,0,0,0,15,0,0
103,76,38,0,0,0,1,1,0
56,46,17,0,0,0,4,1,0
41,32,2,0,0,0,6,0,0
1616,588,492,4,1,3,110,1,0
58,47,23,0,0,0,9,0,1
559,261,214,3,3,1,17,1,1
266,150,113,0,0,0,9,1,0
40,35,14,0,0,0,0,0,0
368,219,143,0,0,0,24,0,0
115,69,18,0,0,0,7,0,0
46,44,3,0,0,0,3,0,1
105,85,24,0,0,0,15,1,1
155,111,51,0,0,0,2,0,1
522,218,221,0,0,0,5,0,1
58,47,23,0,0,0,7,0,1
67,54,22,0,0,0,0,0,0
70,59,10,0,0,0,23,0,1
201,124,76,1,1,1,3,0,1
1508,607,333,45,4,3,172,1,0
479,213,210,0,0,0,4,0,1
8,8,4,0,0,0,0,0,0
296,165,104,0,0,0,9,0,1
39,33,15,0,0,0,0,0,0
112,98,18,0,0,0,10,1,1
223,140,77,0,0,0,4,0,1
21,18,7,0,0,0,0,0,0
309,163,107,0,0,2,23,1,0
27,24,9,0,0,0,3,0,0
88,62,24,4,3,0,7,0,0
49,44,17,0,0,0,2,0,1
30,29,9,0,0,0,2,0,0
401,222,157,0,0,0,1,2,1
425,197,139,0,0,5,17,1,0
549,281,173,5,2,3,46,0,0
125,92,38,0,0,0,5,1,1
86,66,31,0,0,0,10,0,1
90,59,24,0,0,1,10,0,0
124,94,49,0,0,0,1,0,0
63,58,10,0,0,0,12,0,1
64,51,10,0,0,1,8,0,0
112,68,39,0,0,0,19,0,0
811,287,315,0,0,0,19,2,1
10,10,3,0,0,0,0,0,1
353,180,126,0,0,0,11,0,0
153,97,66,0,0,0,10,1,0
26,23,12,0,0,0,0,0,0
106,80,24,0,0,0,8,0,1
1269,569,404,4,4,0,22,0,0
21,21,1,0,0,0,10,0,1
41,35,16,0,0,0,4,1,0
251,150,91,0,0,0,7,0,0
51,45,12,0,0,2,4,0,0
155,94,62,0,0,0,14,1,0
102,68,6,0,0,0,24,0,1
10,10,2,0,0,0,3,0,0
76,64,24,0,0,0,6,1,1
170,59,10,0,0,0,67,0,1
115,97,20,0,0,0,18,0,1
104,72,38,1,1,0,3,0,1
82,58,27,0,0,1,8,0,0
47,47,1,0,0,0,5,0,1
466,196,199,0,0,0,23,1,0
107,72,38,0,0,0,3,2,1
407,242,111,0,0,0,34,3,1
92,73,5,0,0,2,60,0,0
106,89,25,0,0,0,37,0,1
254,144,89,2,1,0,4,1,1
36,33,12,0,0,0,3,0,0
197,115,78,3,3,1,11,1,1
122,86,31,0,0,1,14,0,0
101,84,10,0,0,0,26,0,1
156,82,41,0,0,4,38,0,0
269,225,56,0,0,0,9,0,1
372,215,60,8,1,2,74,0,0
32,32,8,0,0,0,3,0,1
474,242,198,1,1,2,28,2,1
745,290,243,0,0,0,36,0,0
45,44,8,0,0,0,2,1,1
42,37,8,0,0,0,3,0,0
91,71,36,0,0,0,4,0,0
134,76,15,0,0,0,27,1,1
40,32,18,0,0,0,0,0,0
75,72,7,0,0,0,1,0,1
40,34,12,0,0,0,5,0,1
893,307,346,0,0,11,59,1,0
255,129,99,0,0,0,22,0,0
43,42,5,0,0,0,0,0,1
24,22,0,0,0,0,4,0,0
7,7,0,0,0,0,1,0,0
41,37,14,0,0,0,2,2,1
131,82,31,0,0,5,13,1,0
459,259,112,0,0,0,32,0,1
45,34,2,0,0,0,5,0,0
94,72,30,0,0,0,4,0,0
436,222,174,1,1,0,20,0,1
120,106,17,0,0,0,16,0,1
43,40,9,0,0,0,9,0,1
19,18,1,0,0,0,6,0,0
116,70,42,0,0,0,1,0,1
425,225,143,0,0,0,17,2,1
18,17,3,0,0,0,3,0,0
453,255,136,6,2,0,28,0,0
485,240,190,0,0,0,12,1,1
1224,282,106,89,3,1,267,0,0
99,79,16,0,0,0,4,0,1
383,194,150,0,0,0,3,0,0
7,7,1,0,0,0,0,0,0
162,82,18,0,0,0,67,0,0
169,97,76,0,0,0,0,1,1
333,177,70,0,0,0,86,0,0
56,39,20,0,0,0,2,0,0
165,98,46,0,0,0,19,0,0
100,88,26,0,0,0,13,0,1
90,72,21,0,0,0,9,0,1
544,290,153,0,0,0,30,0,1
178,125,72,0,0,0,5,0,1
164,106,43,0,0,0,21,0,0
312,170,114,0,0,0,18,1,0
121,75,42,1,1,0,4,0,1
142,96,54,0,0,0,9,0,1
13,13,1,0,0,0,1,0,1
219,125,86,0,0,4,6,0,0
71,51,23,0,0,0,6,0,0
4761,730,1732,75,32,43,270,3,1
336,186,129,1,1,1,7,0,1
69,60,14,2,1,0,2,0,1
192,107,69,0,0,0,11,0,0
77,66,15,0,0,0,2,0,1
680,344,180,7,5,2,61,2,0
190,132,51,0,0,0,7,0,1
178,117,39,4,4,2,27,0,1
56,45,23,0,0,0,1,0,1
28,25,3,0,0,1,1,0,0
58,47,13,0,0,0,10,0,0
195,127,79,0,0,0,7,0,1
48,38,9,0,0,0,19,0,1
6,6,5,0,0,0,0,0,0
724,316,255,0,0,0,55,1,0
68,65,8,0,0,0,11,0,1
197,115,70,1,1,0,10,2,0
85,59,28,1,1,0,3,0,0
65,52,22,0,0,0,6,0,1
56,46,19,1,1,0,2,0,1
49,41,16,1,1,0,0,0,0
313,188,107,0,0,0,3,4,1
26,26,5,0,0,0,12,0,1
98,87,15,0,0,0,26,0,1
632,355,203,0,0,0,89,0,1
251,142,88,0,0,0,3,0,1
222,97,60,0,0,1,36,1,0
278,204,72,0,0,0,50,0,1
119,83,34,2,2,2,12,0,1
10,10,4,0,0,0,1,0,1
207,131,16,0,0,0,59,0,1
297,159,86,0,0,0,19,0,0
97,64,31,0,0,0,13,0,0
381,182,113,0,0,2,38,0,0
508,196,167,0,0,4,90,0,0
1003,402,370,0,0,0,17,2,1
462,198,119,15,3,14,38,1,0
187,118,37,0,0,6,20,0,0
41,40,4,0,0,0,7,0,0
60,50,21,0,0,0,2,0,1
132,91,26,4,3,1,10,0,1
377,178,160,0,0,0,11,1,0
393,202,141,2,2,5,19,1,0
5,4,0,0,0,0,2,0,0
177,116,64,0,0,0,11,0,1
102,93,20,0,0,0,23,0,1
7,7,2,0,0,0,1,0,1
43,37,18,0,0,0,0,0,1
356,168,87,0,0,3,25,1,0
130,80,46,4,2,0,9,0,1
295,178,89,0,0,0,5,0,1
265,145,90,3,3,6,27,0,1
11,10,5,0,0,0,0,0,0
469,220,156,4,2,1,26,1,1
33,29,6,1,1,1,3,0,0
226,132,57,0,0,0,51,1,0
66,49,17,3,3,0,9,0,0
179,118,53,0,0,0,1,1,1
80,65,33,0,0,0,7,0,1
364,206,17,0,0,52,137,0,0
239,133,53,0,0,4,30,0,0
147,90,54,0,0,1,14,0,0
19,18,10,0,0,0,0,0,0
37,35,10,0,0,0,2,0,1
15,15,6,0,0,0,0,0,0
1857,756,407,0,0,12,335,1,0
229,121,95,0,0,4,10,0,0
65,52,22,1,1,1,7,0,0
108,68,39,0,0,0,0,0,1
65,53,25,0,0,0,1,0,0
31,25,7,1,1,0,2,0,0
168,96,57,0,0,0,1,0,1
139,71,7,0,0,0,68,0,0
127,80,28,0,0,5,13,1,0
230,140,51,1,1,22,54,0,0
79,69,14,0,0,0,17,0,1
99,67,43,0,0,0,2,0,0
161,118,58,0,0,0,6,0,1
71,62,11,0,0,0,14,0,1
24,24,8,0,0,0,3,0,1
157,105,62,2,1,1,10,0,0
69,59,17,0,0,1,5,0,0
107,64,25,0,0,3,10,0,0
24,22,0,0,0,0,4,0,0
418,218,148,3,3,3,39,0,0
47,46,8,0,0,0,17,0,1
115,84,39,0,0,0,10,0,0
330,158,62,0,0,0,124,1,0
246,111,34,0,0,0,36,0,0
79,56,37,0,0,0,3,0,0
247,117,28,0,0,0,29,1,0
215,131,63,5,4,3,13,0,0
269,150,96,0,0,0,12,0,0
6,6,0,0,0,0,1,0,0
515,252,194,3,3,2,35,0,1
81,64,19,0,0,0,5,0,1
60,47,18,0,0,0,4,0,0
1697,754,411,0,0,0,391,0,1
348,193,127,2,2,3,18,2,1
286,68,57,0,0,0,8,0,0
72,55,25,0,0,0,4,0,0
254,146,97,0,0,0,1,1,0
402,207,148,3,3,3,21,2,1
194,118,64,0,0,0,4,0,1
75,61,23,0,0,0,8,0,1
125,75,39,0,0,0,16,0,0
997,434,316,7,4,3,36,1,0
504,284,155,0,0,0,67,0,1
254,137,85,0,0,0,4,2,0
1195,555,356,1,1,0,102,0,0
163,112,45,0,0,1,12,0,0
21,21,9,0,0,0,0,0,0
75,57,12,0,0,2,11,0,0
337,179,107,2,2,1,7,1,1
156,102,59,1,1,0,9,0,1
183,109,51,0,0,0,19,1,0
54,50,13,0,0,0,8,0,1
610,280,225,9,4,3,28,1,0
12,12,3,0,0,0,0,0,0
147,102,46,1,1,2,18,1,0
41,34,12,0,0,0,1,0,1
259,162,74,0,0,0,18,0,0
183,114,76,0,0,0,2,0,1
219,171,27,0,0,1,55,2,0
247,146,91,5,5,0,11,1,1
104,81,24,0,0,0,10,1,1
280,165,87,0,0,1,21,0,0
40,32,11,0,0,0,5,0,0
476,248,189,0,0,0,7,3,1
36,33,12,0,0,0,0,0,1
48,43,20,0,0,0,1,0,0
34,25,7,0,0,0,10,0,1
483,251,153,0,0,0,6,0,0
46,45,6,0,0,0,6,0,1
65,47,25,0,0,1,2,0,0
50,49,3,0,0,0,5,0,1
106,79,32,0,0,0,5,0,1
47,44,15,0,0,0,0,0,1
102,70,26,0,0,0,7,0,1
26,23,4,0,0,0,4,1,0
228,134,61,0,0,0,23,0,0
143,103,45,0,0,0,9,0,0
14,14,0,0,0,0,5,0,1
56,49,27,0,0,0,0,0,1
233,134,101,0,0,0,9,0,0
13,13,5,0,0,0,1,0,1
41,35,14,0,0,0,6,1,0
352,194,110,1,1,1,9,0,0
243,112,81,0,0,0,25,0,0
46,35,9,1,1,0,2,0,0
110,79,42,0,0,0,2,0,0
80,60,37,0,0,1,3,0,0
35,29,19,0,0,0,0,0,1
712,270,273,0,0,0,3,0,1
122,88,38,0,0,1,4,1,0
30,30,7,0,0,0,6,0,1
267,160,105,0,0,0,9,1,0
5,5,1,0,0,0,0,0,1
321,182,127,0,0,3,10,0,0
90,76,24,0,0,0,5,0,0
220,129,64,0,0,0,37,0,0
54,37,11,0,0,0,5,0,0
4,4,0,0,0,0,0,0,1
52,49,12,1,1,0,8,0,0
63,50,27,0,0,0,1,0,0
1708,561,696,0,0,0,12,0,1
62,44,14,0,0,0,4,0,1
40,40,0,0,0,0,2,0,1
27,24,9,0,0,0,3,0,1
103,73,35,0,0,0,4,0,0
3,3,0,0,0,0,2,0,1
96,74,25,0,0,0,6,0,1
64,51,17,0,0,0,8,0,0
261,166,62,0,0,1,18,1,0
226,142,78,0,0,0,7,1,1
62,49,18,0,0,1,3,0,0
96,67,35,0,0,0,1,0,0
34,23,4,3,3,1,11,0,1
1286,522,450,0,0,0,127,2,1
84,61,17,1,1,4,11,0,0
45,41,10,0,0,0,3,0,1
207,118,60,0,0,2,26,0,0
178,125,54,1,1,2,10,0,1
220,140,61,0,0,0,14,0,1
255,155,84,2,2,3,11,0,1
319,191,87,0,0,0,31,0,1
115,82,42,0,0,0,6,0,1
87,66,35,0,0,0,1,0,1
50,40,20,1,1,0,4,0,0
185,119,59,1,1,4,15,0,0
99,67,26,2,2,1,6,0,1
642,262,127,1,1,0,43,2,0
55,43,21,0,0,0,3,0,0
32,29,9,0,0,0,1,0,0
43,38,9,0,0,0,4,0,1
3156,800,1287,0,0,0,37,1,1
6,6,1,0,0,0,0,0,1
93,86,21,0,0,0,12,0,1
339,174,132,2,2,0,12,0,0
597,279,225,0,0,3,25,0,0
431,190,68,0,0,3,83,1,0
319,169,99,0,0,7,28,1,0
139,71,7,0,0,0,68,0,0
8,8,1,0,0,0,1,0,1
65,50,24,1,1,1,3,0,1
43,34,5,0,0,0,8,0,0
620,274,242,0,0,0,19,0,1
28,26,8,0,0,0,3,0,0
137,84,39,0,0,0,10,0,0
27,24,11,0,0,0,0,0,0
1896,624,694,0,0,0,74,0,0
54,52,4,0,0,0,4,0,1
256,163,73,0,0,19,27,1,0
410,193,130,3,2,1,33,0,0
256,142,72,0,0,0,32,1,0
91,70,24,0,0,3,18,0,0
30,23,1,0,0,0,3,1,1
942,415,287,0,0,20,62,1,0
84,69,32,0,0,0,1,0,0
270,107,25,0,0,0,91,0,0
36,29,7,0,0,0,4,0,1
67,42,25,0,0,2,1,0,0
171,118,50,2,1,1,10,0,1
505,284,155,0,0,0,72,0,1
60,45,19,0,0,0,3,1,1
98,80,25,0,0,0,7,1,1
25,25,4,0,0,0,2,0,0
9,9,3,0,0,0,0,0,0
174,103,44,0,0,0,35,0,1
334,152,108,0,0,7,23,0,0
198,110,59,0,0,0,18,0,0
81,70,28,0,0,0,2,0,0
75,63,14,2,1,0,2,0,1
333,152,22,1,1,21,88,0,0
46,39,19,0,0,0,0,0,1
1177,406,440,0,0,0,71,1,0
96,63,32,0,0,0,15,0,0
55,41,15,0,0,2,2,0,0
430,219,135,3,3,2,22,1,1
462,227,203,0,0,0,11,2,1
38,29,18,0,0,0,1,0,0
138,92,53,0,0,0,5,0,0
18,17,7,0,0,0,1,0,0
902,111,74,0,0,0,382,0,1
28,23,10,0,0,0,0,0,0
24,20,7,1,1,1,5,0,1
182,136,63,0,0,0,25,0,1
59,49,23,0,0,0,0,0,1
85,68,27,0,0,1,8,0,0
130,91,44,0,0,5,12,0,0
177,104,58,2,2,4,18,0,0
480,145,176,0,0,0,10,0,1
32,29,9,0,0,0,3,0,1
357,238,77,0,0,0,46,1,1
53,45,18,0,0,0,3,0,0
198,113,69,0,0,0,4,1,0
41,39,12,0,0,0,8,0,1
56,43,11,0,0,0,4,0,0
259,182,79,0,0,0,27,0,1
231,120,87,0,0,4,14,0,0
171,119,63,1,1,1,5,0,1
53,48,8,0,0,0,7,1,0
49,42,8,0,0,0,5,0,1
466,238,192,0,0,1,10,1,0
108,99,14,0,0,0,7,0,1
269,155,72,0,0,0,40,1,0
404,226,164,0,0,0,15,2,1
176,127,31,2,1,1,10,1,1
180,110,50,0,0,0,31,0,0
36,30,13,0,0,0,2,0,0
214,142,66,0,0,0,9,0,1
199,82,12,0,0,0,40,0,1
205,204,3,0,0,0,17,0,1
104,64,41,0,0,0,6,0,1
104,103,1,0,0,0,10,0,1
2858,1032,865,17,11,7,211,3,0
23,22,2,0,0,0,1,0,0
70,47,18,0,0,0,7,1,0
47,36,9,0,0,0,1,0,1
257,164,76,0,0,0,22,0,0
80,66,16,0,0,0,5,0,0
858,324,331,0,0,0,50,0,0
98,73,20,0,0,2,22,0,0
313,174,116,0,0,0,19,0,1
79,51,26,0,0,0,14,0,0
64,49,11,0,0,3,20,0,0
159,103,57,0,0,1,2,0,0
98,77,24,0,0,0,4,0,1
92,72,9,0,0,2,12,0,0
47,45,1,0,0,0,14,0,1
588,180,38,1,1,2,292,0,1
40,37,11,0,0,0,1,0,0
7,7,2,0,0,0,1,0,0
242,137,97,1,1,4,14,0,0
20,19,4,0,0,0,3,0,0
220,108,21,0,0,0,82,0,0
63,60,7,0,0,0,25,0,1
119,72,49,0,0,0,3,0,0
14,13,0,0,0,0,4,0,1
47,38,7,0,0,0,3,0,0
142,86,22,0,0,0,40,0,0
6447,1518,1854,23,15,1,490,3,0
319,163,107,0,0,4,21,1,0
127,84,29,0,0,0,4,0,1
174,126,61,0,0,0,12,0,1
77,61,22,1,1,0,3,0,1
61,58,8,0,0,0,13,0,1
34,33,4,0,0,0,7,0,1
85,63,20,0,0,0,14,0,0
341,173,115,0,0,0,30,1,1
20,20,4,0,0,0,0,0,0
13,13,5,0,0,0,1,0,0
406,210,126,0,0,22,68,1,0
271,135,78,0,0,4,25,1,0
29,29,6,0,0,0,1,0,1
176,117,64,0,0,0,6,0,0
434,224,136,0,0,0,8,0,1
9,9,2,0,0,0,0,0,1
12,12,2,0,0,0,2,0,1
39,34,15,0,0,0,4,0,0
506,269,188,0,0,0,22,0,0
4,4,1,0,0,0,0,0,1
414,207,121,0,0,12,35,0,0
146,97,49,0,0,0,6,0,1
41,35,13,0,0,0,2,0,1
92,63,36,0,0,0,1,0,0
274,273,9,0,0,0,243,0,1
26,21,10,0,0,0,3,0,0
187,125,53,3,3,1,14,0,1
58,47,23,0,0,0,6,0,1
59,49,22,0,0,0,0,0,0
62,53,15,0,0,0,5,0,1
207,110,75,2,1,3,8,0,0
95,72,0,0,0,0,45,0,1
35,35,1,0,0,0,15,0,1
47,45,3,0,0,0,1,0,1
8,8,3,0,0,0,0,0,1
188,120,56,0,0,0,22,0,0
127,86,38,2,2,1,12,0,0
44,38,2,0,0,0,5,0,0
394,238,120,5,4,3,25,1,1
154,120,44,0,0,0,12,0,1
102,75,39,2,2,0,4,0,1
60,52,20,0,0,0,5,0,1
70,48,12,0,0,0,2,0,1
241,143,95,0,0,0,7,0,1
405,388,31,0,0,0,333,0,1
41,33,14,0,0,0,4,0,1
357,99,39,4,2,6,58,0,0
134,83,51,0,0,0,5,0,1
242,144,30,0,0,23,64,0,0
59,41,12,0,0,0,0,0,1
176,84,53,0,0,0,10,0,1
114,81,24,0,0,0,26,0,1
31,30,3,0,0,0,4,0,1
39,37,8,0,0,0,3,0,1
202,130,55,3,3,1,12,0,1
64,55,10,0,0,0,25,0,1
40,38,16,0,0,0,5,0,0
154,117,25,0,0,7,34,0,0
61,47,20,0,0,1,0,0,0
6,6,2,0,0,0,0,0,0
179,106,30,1,1,1,10,0,0
10,10,0,0,0,0,5,0,1
43,37,14,0,0,0,2,0,1
437,240,142,0,0,0,8,0,1
117,78,40,0,0,0,15,0,0
62,50,21,0,0,0,0,0,0
152,106,62,0,0,2,5,0,0
255,134,94,1,1,1,9,2,1
18,15,8,0,0,0,1,0,0
102,68,6,0,0,0,26,0,1
323,204,121,4,4,1,12,0,1
154,94,34,0,0,2,25,0,0
159,112,8,0,0,0,32,0,1
42,36,15,0,0,0,1,0,0
39,38,14,0,0,0,0,0,1
175,106,74,0,0,0,11,0,0
63,56,18,0,0,0,3,0,0
523,268,212,0,0,0,18,2,1
32,29,8,0,0,0,2,0,0
838,410,284,0,0,0,74,0,1
257,133,82,0,0,0,26,0,0
139,92,46,0,0,0,3,0,1
61,42,18,0,0,0,13,0,0
23,23,3,0,0,0,6,0,1
131,91,49,1,1,1,12,1,0
24,22,0,0,0,0,4,0,0
2211,748,748,0,0,1,176,0,0
533,213,197,0,0,0,73,1,0
27,24,5,0,0,0,5,0,1
127,95,29,2,2,1,8,0,1
370,203,117,0,0,0,17,0,1
573,288,203,0,0,0,30,0,0
413,204,147,0,0,0,2,1,1
530,302,167,3,3,2,35,1,1
225,127,76,0,0,0,11,1,0
289,125,86,0,0,3,32,0,0
43,35,18,0,0,0,2,0,1
147,107,38,1,1,2,16,0,0
70,58,20,0,0,0,6,0,0
359,228,17,0,0,0,190,0,1
1017,430,328,0,0,1,59,0,0
