num_words,num_unique_words,num_stopwords,num_links,num_unique_domains,num_email_addresses,num_spelling_errors,num_urgent_keywords,label
92,75,24,0,0,0,4,0,1
200,116,68,2,1,2,13,0,0
316,170,125,0,0,0,15,2,1
71,50,22,0,0,0,2,1,0
15,13,4,0,0,0,0,0,0
387,229,104,0,0,0,43,0,1
97,71,33,0,0,0,6,0,0
13,12,2,0,0,0,6,0,1
32,29,12,0,0,0,0,0,1
160,111,54,3,2,1,9,0,0
104,71,31,0,0,0,6,0,0
20,17,4,0,0,0,0,0,0
66,55,11,0,0,0,6,0,1
99,76,1,0,0,0,61,0,1
360,191,125,3,2,0,8,1,0
493,254,193,0,0,0,33,0,1
887,363,291,0,0,1,30,1,1
115,93,39,0,0,0,11,0,1
595,238,237,1,1,1,27,0,0
16777,3239,5503,8,3,6,289,4,0
108,80,29,0,0,0,2,0,1
377,184,121,0,0,2,27,0,0
146,84,27,0,0,0,14,0,0
59,48,16,0,0,0,7,0,1
400,206,117,0,0,0,48,1,0
68,64,7,0,0,0,15,0,1
154,97,54,0,0,0,3,1,1
45,34,18,0,0,0,0,0,1
36,35,5,0,0,0,1,0,1
53,47,17,0,0,0,0,1,1
108,100,13,1,1,0,20,0,0
19,17,3,0,0,0,2,0,0
335,190,85,0,0,0,47,0,0
3,3,2,0,0,0,1,0,0
48,38,13,0,0,1,4,0,0
29,27,7,0,0,0,1,0,1
29,25,7,1,1,0,2,0,0
27,24,8,0,0,0,5,0,0
20,19,10,0,0,0,1,0,0
53,39,19,2,1,0,4,0,0
68,54,16,0,0,0,15,0,1
538,526,7,0,0,0,54,1,1
31,27,6,0,0,0,2,0,1
321,167,118,0,0,0,8,0,1
33,30,8,0,0,0,1,0,1
183,108,49,0,0,0,28,0,0
172,109,58,1,1,1,4,0,1
7,7,1,0,0,0,0,0,0
24,24,1,0,0,0,1,0,1
287,161,96,1,1,1,16,0,0
199,117,68,0,0,0,12,0,0
51,49,7,0,0,0,28,0,1
363,148,151,0,0,0,30,1,1
274,189,66,0,0,3,32,0,0
142,110,37,0,0,0,30,0,1
141,88,60,0,0,0,4,0,0
76,63,21,0,0,0,4,0,1
1214,499,389,0,0,0,113,1,1
29,27,10,0,0,0,0,0,0
45,43,10,0,0,0,2,1,1
100,64,27,0,0,0,3,0,1
30,28,3,0,0,0,14,0,1
150,96,44,1,1,0,11,1,0
410,200,136,3,2,0,29,0,0
70,56,21,0,0,0,5,0,1
853,386,117,0,0,11,311,0,0
64,59,14,0,0,0,3,1,0
92,68,26,0,0,0,3,0,1
300,189,87,0,0,0,15,0,1
692,280,268,0,0,0,31,1,0
28,26,10,0,0,0,1,0,0
15,14,5,0,0,0,0,0,0
144,92,46,0,0,0,7,0,1
125,81,46,0,0,0,6,0,0
305,177,101,0,0,0,7,1,0
592,106,90,0,0,0,218,0,1
103,64,29,0,0,1,16,0,0
64,56,19,2,2,0,5,0,0
49,42,9,0,0,0,4,0,1
353,175,117,0,0,4,40,0,0
51,44,15,1,1,0,7,0,1
243,106,45,2,1,12,31,0,0
67,43,22,0,0,0,0,0,0
33,23,0,1,1,1,5,0,0
1632,700,510,4,4,4,54,1,0
260,137,87,0,0,0,4,0,0
15,14,6,0,0,0,0,0,0
103,78,25,0,0,0,11,0,1
65,48,26,0,0,2,4,0,0
35,30,6,0,0,0,9,0,1
655,336,211,0,0,0,90,1,1
201,123,61,0,0,2,10,1,0
41,34,14,0,0,0,0,0,0
44,37,8,0,0,0,7,0,1
229,102,27,0,0,39,50,0,0
105,80,21,0,0,0,6,1,1
158,107,55,0,0,0,1,0,0
50,43,16,0,0,0,4,0,1
167,107,61,0,0,0,5,1,0
51,42,18,0,0,0,1,0,0
2445,746,929,0,0,0,30,2,1
173,98,57,3,2,0,4,0,1
953,447,319,1,1,0,53,2,0
47,32,22,0,0,0,0,0,0
347,182,150,0,0,0,2,0,0
9,6,0,0,0,0,3,0,0
323,193,101,0,0,0,16,0,1
111,83,37,0,0,0,4,1,1
117,80,49,0,0,0,4,0,1
454,214,156,3,2,0,15,1,0
74,56,15,0,0,0,16,0,0
98,84,27,0,0,0,13,0,1
728,311,313,0,0,0,13,3,1
103,67,46,0,0,0,0,0,0
1817,648,752,0,0,0,30,4,1
191,116,40,8,8,1,26,1,0
379,356,26,0,0,0,30,0,1
39,30,16,0,0,0,0,0,1
86,71,15,0,0,0,14,0,1
188,109,80,0,0,0,2,1,1
109,73,36,0,0,0,11,0,1
40,32,14,0,0,0,4,0,1
190,129,64,0,0,0,13,1,1
86,66,31,0,0,0,11,0,1
181,89,33,0,0,0,16,1,1
631,273,37,0,0,1,125,0,0
113,68,44,0,0,0,4,1,1
42,40,9,0,0,1,3,0,0
101,66,21,0,0,4,13,0,0
109,80,41,0,0,0,6,1,0
202,183,2,0,0,0,132,0,1
218,130,80,0,0,0,7,0,0
248,140,100,1,1,0,16,0,0
533,286,186,2,2,0,22,2,1
1214,496,386,0,0,0,114,1,1
29,23,12,0,0,0,0,0,0
71,51,11,0,0,6,22,0,0
345,212,133,0,0,0,9,0,1
19,16,3,0,0,0,2,0,0
57,45,27,0,0,0,3,0,0
101,79,29,1,1,1,5,0,0
71,63,8,0,0,0,19,0,1
73,56,13,0,0,0,10,0,1
183,103,51,0,0,0,17,0,1
98,65,26,3,2,3,6,0,0
107,75,45,0,0,0,3,0,0
36,33,9,0,0,0,2,0,1
383,233,123,0,0,0,4,1,1
276,149,111,0,0,0,9,4,1
147,108,55,0,0,0,2,0,0
107,65,42,0,0,0,3,1,0
145,94,37,3,1,0,5,0,1
6,6,2,0,0,0,0,0,0
72,34,19,2,2,3,15,0,0
166,96,30,5,4,0,29,0,0
74,64,9,0,0,0,16,0,1
73,56,33,0,0,0,4,0,1
84,62,28,0,0,0,6,0,1
159,92,47,0,0,0,16,0,0
84,62,28,0,0,0,13,0,0
170,102,81,0,0,0,1,0,0
20,17,0,0,0,1,0,0,0
102,66,20,0,0,0,28,1,0
228,127,85,0,0,0,17,0,0
229,142,11,0,0,0,122,0,1
94,63,28,0,0,0,7,0,0
659,348,210,0,0,0,79,0,1
226,119,69,7,2,0,6,0,0
120,76,46,0,0,2,5,0,0
105,84,32,3,3,1,4,0,1
4,3,0,0,0,0,3,0,0
29,22,12,0,0,0,0,0,0
210,120,61,6,3,0,10,0,1
105,80,40,1,1,1,6,0,1
134,91,50,0,0,0,14,2,0
106,71,43,0,0,1,3,0,0
81,62,31,0,0,0,4,0,0
82,63,7,4,4,1,36,0,1
42,38,10,0,0,0,9,0,0
237,127,72,1,1,3,23,1,0
109,90,22,0,0,0,11,1,1
505,257,68,0,0,0,31,0,1
102,68,6,0,0,0,21,0,1
433,244,151,0,0,0,5,0,0
21,20,6,0,0,0,0,0,1
113,78,40,0,0,0,2,0,0
316,188,89,1,1,1,11,0,0
10,9,1,0,0,0,1,0,1
20,15,3,0,0,0,10,0,0
88,68,32,0,0,0,14,0,1
48,39,8,0,0,0,23,0,1
61,51,23,0,0,0,4,0,1
106,78,1,0,0,0,87,0,1
259,147,72,0,0,0,30,0,0
1886,336,154,40,3,1,644,1,0
171,101,50,7,5,1,16,0,1
79,67,25,0,0,0,4,0,1
5,5,1,0,0,0,0,0,0
38,28,16,0,0,0,0,0,0
427,195,181,0,0,0,9,2,1
230,163,73,0,0,0,19,0,1
254,154,91,0,0,5,11,0,0
59,53,18,0,0,0,1,0,1
12,12,1,0,0,0,2,0,1
338,282,65,0,0,0,36,0,1
24,22,0,0,0,0,4,0,0
550,320,23,1,1,0,423,0,1
99,81,26,0,0,0,20,1,1
231,207,3,0,0,0,129,0,1
17,17,6,0,0,0,1,0,0
277,166,61,2,2,3,18,1,0
128,87,45,0,0,0,9,0,0
410,228,115,4,3,0,22,0,0
532,274,166,1,1,5,39,1,0
130,83,48,0,0,1,9,0,0
132,91,39,0,0,0,16,0,0
102,77,27,0,0,0,5,0,1
246,152,59,6,1,1,15,2,0
655,351,243,0,0,0,11,0,1
909,481,289,0,0,0,152,2,1
90,54,19,0,0,0,15,0,0
342,172,72,2,1,19,52,0,0
61,57,8,0,0,0,14,0,1
121,89,49,0,0,0,3,0,0
61,51,22,0,0,0,9,0,1
382,194,151,0,0,0,19,0,1
166,119,35,0,0,0,7,1,1
152,102,49,1,1,1,6,0,1
272,150,100,0,0,0,15,0,0
206,114,74,0,0,0,24,0,0
72,60,20,0,0,0,2,0,1
152,140,19,0,0,0,10,0,1
298,183,114,1,1,2,17,1,1
29,29,7,1,1,0,4,0,0
207,107,60,0,0,10,24,0,0
162,94,33,0,0,0,16,0,1
106,74,30,0,0,0,2,0,1
200,103,6,0,0,0,68,0,0
494,284,162,0,0,1,23,1,1
27,23,3,0,0,1,4,0,0
133,110,22,0,0,0,6,0,1
164,119,51,1,1,0,7,2,0
60,53,21,0,0,0,1,0,1
122,121,1,0,0,0,9,0,1
221,143,66,1,1,0,3,1,0
326,185,112,0,0,0,7,0,1
111,77,42,0,0,0,1,0,0
131,80,46,4,2,0,8,0,1
90,68,43,0,0,0,1,0,0
162,118,58,0,0,0,3,0,1
145,93,70,0,0,0,4,0,0
461,204,164,3,3,0,20,0,1
57,22,22,0,0,0,5,0,0
69,55,27,0,0,1,3,0,1
124,86,33,0,0,0,11,0,0
124,72,15,7,3,3,28,0,1
55,45,5,0,0,0,10,0,1
72,60,20,0,0,0,0,0,1
182,121,44,3,2,3,26,0,1
594,282,262,0,0,1,12,1,1
403,209,165,0,0,0,15,2,1
54,43,21,0,0,0,3,0,0
35,30,12,0,0,0,1,0,1
86,67,31,0,0,0,12,0,1
89,66,33,0,0,0,4,0,1
241,133,107,0,0,0,6,0,0
1101,412,407,0,0,0,8,0,1
72,49,22,0,0,0,4,1,1
175,99,56,0,0,0,26,1,1
107,78,38,0,0,0,0,1,1
103,88,19,0,0,0,13,0,0
576,263,238,0,0,0,6,1,1
121,70,19,0,0,4,17,0,0
17,17,2,0,0,0,3,0,1
1620,502,543,0,0,35,124,2,0
181,169,9,0,0,0,45,0,0
22,19,4,0,0,0,4,0,1
246,146,81,4,3,0,18,0,0
111,90,29,0,0,0,15,0,1
1068,413,456,0,0,1,9,2,1
61,45,4,0,0,9,16,0,0
41,32,2,0,0,0,6,0,0
28,22,16,0,0,0,0,0,0
85,60,24,0,0,0,6,0,0
38,37,2,0,0,0,1,0,1
133,100,37,0,0,0,5,0,1
397,211,145,0,0,3,12,0,0
143,110,38,0,0,1,8,0,1
105,78,30,0,0,5,9,1,0
125,99,42,0,0,0,7,0,1
108,76,29,0,0,0,14,0,0
235,169,49,0,0,0,40,0,1
60,48,22,0,0,2,2,0,0
119,82,46,0,0,0,4,1,1
409,189,134,0,0,0,8,1,0
94,92,3,0,0,0,8,0,1
616,303,95,0,0,0,121,1,1
149,101,60,0,0,0,0,0,0
133,82,47,0,0,0,4,2,1
114,89,25,0,0,0,13,2,1
34,32,6,0,0,1,5,0,1
287,176,100,0,0,0,18,0,0
435,216,110,0,0,0,29,0,1
31,24,6,0,0,0,8,0,1
177,103,62,0,0,0,4,5,1
174,122,35,0,0,0,21,0,1
179,114,61,0,0,0,3,0,1
302,161,96,0,0,0,6,0,1
16,14,7,0,0,0,1,0,0
59,49,15,0,0,0,5,0,0
142,90,55,0,0,0,6,1,0
594,288,209,0,0,1,19,0,0
124,78,49,4,3,3,11,0,1
36,35,9,0,0,0,6,0,1
39,32,12,0,0,0,0,0,0
63,48,6,0,0,0,10,0,1
38,36,7,0,0,0,3,0,1
402,260,150,0,0,0,26,0,1
68,45,21,0,0,0,15,0,0
18,14,7,0,0,0,0,0,0
325,208,75,0,0,0,31,0,1
40,40,4,0,0,0,8,0,1
6,6,3,0,0,0,0,0,0
7,6,0,0,0,0,3,0,1
102,66,6,0,0,0,27,0,1
548,264,167,5,4,0,21,0,0
191,120,54,6,3,0,10,0,1
191,130,63,0,0,0,7,1,1
701,358,188,5,4,3,73,0,0
7,7,1,0,0,0,2,0,1
291,198,28,3,1,0,63,0,0
63,48,5,0,0,0,10,0,1
289,171,45,16,15,0,35,0,0
89,69,30,0,0,0,17,0,1
13,12,6,0,0,0,1,0,1
364,206,103,0,0,0,12,0,1
1293,565,433,0,0,0,144,2,1
22,18,8,0,0,0,1,0,1
85,66,24,0,0,0,8,0,1
77,61,24,0,0,0,3,0,0
254,137,85,0,0,0,4,2,0
359,185,104,0,0,0,34,0,1
189,137,65,0,0,0,19,0,1
102,67,6,0,0,0,27,0,1
161,103,58,0,0,0,1,0,0
54,53,3,0,0,0,2,0,1
88,65,20,0,0,0,3,1,1
51,47,16,0,0,0,3,0,0
58,38,13,0,0,0,10,0,0
129,100,14,0,0,0,29,0,1
57,40,10,0,0,0,7,0,0
31,27,7,1,1,0,4,0,0
137,89,38,0,0,0,18,0,0
260,155,82,0,0,0,15,0,0
53,45,15,0,0,0,3,0,1
1391,594,485,0,0,0,121,2,1
69,55,14,0,0,0,15,0,0
660,294,235,0,0,7,42,1,0
51,43,17,0,0,0,1,0,1
387,192,150,2,1,2,7,0,0
63,52,14,0,0,0,5,0,1
40,39,3,0,0,0,3,0,1
31,26,7,1,1,0,4,0,0
221,161,80,0,0,0,4,0,1
1567,583,694,0,0,19,48,0,0
108,89,22,0,0,0,13,1,1
235,150,60,2,1,1,8,0,1
7,7,2,0,0,0,2,0,1
117,67,32,0,0,0,13,0,0
50,41,10,0,0,0,21,0,1
88,73,10,0,0,0,20,0,1
28,27,3,0,0,0,12,0,1
831,389,259,0,0,0,100,0,1
146,87,50,0,0,0,5,2,1
57,55,9,0,0,0,6,0,1
385,193,108,2,2,2,31,0,0
36,30,14,0,0,0,1,0,1
81,68,23,0,0,0,11,0,1
193,143,67,0,0,0,14,0,1
29,24,14,0,0,0,0,0,0
1183,430,468,2,1,0,11,1,0
59,44,24,0,0,0,0,0,1
2346,648,926,0,0,0,32,3,1
82,58,30,0,0,0,2,0,1
54,54,0,0,0,0,3,0,1
65,56,19,0,0,0,2,0,1
131,81,55,0,0,0,2,0,0
54,40,25,0,0,0,0,0,0
124,80,52,0,0,0,1,0,0
222,88,63,0,0,0,30,0,0
304,162,109,0,0,0,11,1,1
64,47,26,0,0,0,1,0,1
59,50,20,0,0,0,1,0,0
210,198,11,0,0,0,26,0,1
76,58,26,0,0,0,1,0,0
270,184,85,0,0,0,20,0,0
928,361,292,0,0,0,19,1,0
351,188,119,0,0,4,24,2,0
29,28,8,0,0,0,1,0,0
18,15,3,0,0,0,4,0,0
207,108,51,0,0,0,45,0,0
162,90,19,0,0,0,63,0,0
56,51,7,0,0,0,21,0,1
139,97,28,0,0,0,13,4,1
70,54,20,0,0,0,6,0,1
5,5,0,0,0,0,0,0,0
132,90,37,0,0,0,16,0,0
31,31,8,1,1,0,3,0,0
42,33,17,0,0,0,2,0,0
646,277,240,0,0,0,23,1,0
106,70,20,0,0,0,30,0,0
806,323,330,0,0,0,10,0,1
43,35,17,0,0,0,4,0,0
50,43,18,0,0,0,2,0,0
414,209,164,0,0,1,9,1,0
466,196,199,0,0,0,23,1,0
76,48,11,0,0,0,21,0,0
246,159,84,1,1,0,9,1,0
139,82,48,0,0,2,12,0,0
86,67,25,0,0,0,15,0,1
36,27,11,0,0,0,6,0,0
322,135,73,0,0,4,47,0,0
294,165,80,9,6,5,38,0,0
89,71,31,0,0,0,5,0,0
1097,205,92,0,0,0,400,1,1
50,33,4,0,0,0,6,0,0
36,31,6,0,0,0,3,0,0
743,315,311,9,9,2,22,2,1
32,22,12,0,0,0,2,0,1
611,349,170,5,4,1,47,0,1
488,224,177,0,0,0,16,0,0
15,14,7,0,0,0,2,0,0
539,236,109,3,2,3,53,0,0
644,268,223,0,0,4,58,3,0
363,124,51,0,0,12,47,0,0
6,6,1,0,0,0,0,0,1
6,6,1,0,0,0,0,0,0
8,8,1,0,0,0,1,0,1
26,23,3,0,0,0,8,0,1
30,26,7,0,0,0,0,0,1
173,116,70,0,0,0,2,0,0
27,27,8,0,0,0,1,0,1
110,65,49,0,0,0,2,0,1
348,211,97,1,1,1,22,0,0
105,70,34,0,0,0,4,0,1
160,96,35,0,0,0,10,0,1
324,197,63,0,0,0,67,1,1
36,36,9,0,0,0,1,0,1
97,64,11,4,1,0,33,0,0
123,94,23,3,3,1,23,1,1
113,68,44,0,0,0,4,1,1
702,289,286,0,0,0,8,3,1
25,24,6,0,0,0,3,0,0
233,126,101,0,0,0,6,1,0
158,100,50,0,0,2,16,0,0
26,25,6,0,0,1,1,0,0
191,127,58,3,3,1,26,0,0
67,50,16,0,0,2,14,0,0
8018,2059,2593,0,0,1,236,4,0
382,175,87,0,0,11,27,0,0
193,130,56,0,0,0,3,1,1
187,129,63,0,0,0,16,1,1
235,115,33,0,0,1,48,0,0
117,75,25,0,0,0,18,1,0
171,136,56,0,0,0,19,0,1
55,43,14,1,1,0,5,1,0
681,320,183,0,0,7,51,1,0
154,101,50,0,0,6,12,0,0
360,195,119,0,0,0,22,0,0
140,88,34,1,1,5,11,1,0
155,89,25,0,0,2,51,0,0
128,86,56,0,0,0,2,0,0
74,61,25,0,0,0,3,0,1
51,43,19,0,0,0,1,0,1
8,8,3,0,0,0,2,0,0
223,149,59,0,0,0,8,2,1
50,41,18,0,0,0,1,0,0
20,17,0,0,0,0,2,0,0
123,92,39,0,0,1,5,0,0
852,367,263,11,5,0,67,2,0
79,67,25,0,0,0,1,0,0
144,99,37,2,1,0,8,1,0
3,3,0,0,0,0,0,0,0
7,7,1,0,0,0,1,0,0
1442,577,442,19,4,7,84,0,0
145,86,47,0,0,0,8,0,0
49,40,10,0,0,0,2,0,1
16,15,6,0,0,0,0,0,0
45,38,15,0,0,0,6,0,0
38,27,14,0,0,0,1,0,1
45,34,2,0,0,0,5,0,0
270,151,79,0,0,5,34,0,0
73,57,28,0,0,0,3,0,1
466,281,124,2,2,4,26,1,0
180,117,54,0,0,0,14,0,0
5,5,1,0,0,0,0,0,1
162,102,29,0,0,23,38,0,0
77,51,25,0,0,0,0,0,0
57,39,19,0,0,0,2,0,0
333,182,109,0,0,0,7,2,1
75,63,20,0,0,0,5,0,1
48,44,14,0,0,0,0,0,1
131,67,25,0,0,0,12,1,0
59,52,22,0,0,0,1,0,0
419,276,104,0,0,0,60,1,1
86,60,31,0,0,0,5,0,1
43,41,11,0,0,0,8,0,1
26,26,5,1,1,0,5,0,0
95,77,23,0,0,0,1,0,1
92,61,35,0,0,0,3,0,1
584,283,228,1,1,0,13,1,0
216,138,69,0,0,0,10,1,1
65,41,12,0,0,0,2,0,0
85,66,24,0,0,0,10,0,1
13,13,6,0,0,0,0,0,1
543,314,171,0,0,0,91,0,1
165,92,43,0,0,4,20,0,0
344,201,106,0,0,5,21,1,0
38,34,8,0,0,0,1,0,1
84,61,12,0,0,0,5,1,1
29,28,6,0,0,0,1,0,0
39,38,13,0,0,0,3,0,1
257,161,70,2,1,1,7,0,1
37,28,0,0,0,0,20,0,1
101,76,8,3,3,3,43,0,1
148,104,36,0,0,0,8,1,1
85,68,27,0,0,0,13,0,1
11,11,3,0,0,0,3,0,1
120,93,37,2,2,3,9,0,0
101,62,39,0,0,0,0,0,1
1191,471,396,0,0,0,47,1,1
49,39,20,0,0,0,4,0,0
12,12,3,1,1,0,2,0,0
27,15,8,0,0,0,5,0,1
92,76,31,0,0,0,5,1,1
71,59,19,0,0,0,15,0,1
221,139,60,0,0,0,14,0,1
535,236,220,6,4,1,11,0,1
1264,510,424,1,1,0,62,1,1
12,12,2,0,0,0,1,0,1
59,58,10,0,0,1,7,0,0
54,38,15,0,0,0,3,0,0
13,12,1,0,0,0,1,0,1
61,47,28,0,0,0,2,0,1
692,300,226,8,3,12,68,0,0
69,55,22,0,0,0,3,1,1
112,76,40,0,0,0,7,0,0
377,127,25,0,0,0,156,1,1
1,1,0,0,0,0,0,0,1
504,252,129,13,2,2,45,1,0
14,11,3,0,0,0,0,0,0
481,236,209,0,0,0,9,1,1
87,63,31,1,1,0,0,0,1
5,5,2,0,0,0,0,0,1
645,339,204,0,0,1,33,0,0
176,137,1,0,0,0,151,0,1
239,120,92,0,0,0,1,0,0
44,44,0,0,0,0,4,0,1
117,70,37,1,1,1,11,1,0
159,89,35,0,0,0,37,0,0
487,250,186,1,1,3,22,1,1
76,44,7,0,0,0,12,0,1
114,75,51,4,3,0,5,0,1
211,117,34,1,1,3,18,0,0
225,140,68,0,0,3,15,1,0
41,37,11,0,0,0,3,0,0
279,156,100,0,0,0,4,0,1
830,442,239,4,2,0,56,0,0
150,79,4,0,0,0,31,0,1
62,54,10,0,0,0,11,0,1
167,127,43,0,0,0,5,1,1
24,22,0,0,0,0,4,0,0
95,71,19,1,1,0,6,0,1
202,129,72,0,0,0,10,1,1
30,25,11,0,0,0,2,0,1
382,120,22,0,0,0,145,0,1
143,92,51,0,0,0,6,0,1
118,57,26,0,0,0,20,0,0
1072,542,415,1,1,5,47,0,0
114,75,45,0,0,0,1,1,1
681,289,252,0,0,0,60,0,0
474,186,52,0,0,0,315,0,1
62,50,19,1,1,0,1,0,0
171,117,47,0,0,0,26,0,1
27,25,2,0,0,0,8,0,1
1143,327,428,0,0,0,34,1,0
205,118,83,0,0,0,3,1,0
1055,386,207,0,0,7,191,2,0
57,47,14,2,1,0,4,0,1
112,85,24,0,0,0,5,0,1
61,47,16,0,0,0,6,0,0
26,26,9,0,0,0,1,0,1
20,18,2,0,0,0,11,0,1
115,77,46,1,1,0,5,0,0
585,253,30,0,0,0,259,0,0
69,58,14,0,0,0,6,0,1
20,12,7,0,0,0,1,0,1
717,688,20,0,0,0,78,0,1
450,135,38,30,7,1,103,1,0
745,641,96,0,0,0,47,1,1
39,38,4,0,0,0,14,0,1
32,24,4,0,0,0,5,0,0
1025,464,354,0,0,0,123,2,1
218,141,65,3,3,1,11,0,1
45,39,11,0,0,0,1,0,0
1006,403,343,0,0,0,16,3,1
14066,2818,3951,16,11,6,978,3,0
9,8,5,0,0,0,0,0,0
1043,461,315,2,2,0,60,1,0
27,24,9,0,0,0,3,0,1
53,36,13,0,0,0,7,0,1
364,266,69,0,0,1,53,2,0
185,125,54,0,0,0,11,1,0
116,86,37,0,0,0,2,1,0
165,112,59,0,0,2,19,0,0
217,138,37,0,0,0,21,0,1
24,19,3,0,0,0,13,0,1
189,111,66,0,0,0,2,0,1
107,92,20,0,0,0,41,0,1
153,95,56,0,0,0,9,0,1
832,396,261,0,0,0,97,0,1
44,32,14,0,0,1,5,1,0
24,22,8,0,0,0,6,0,0
56,55,6,0,0,0,0,0,1
98,45,18,0,0,0,24,0,0
76,59,27,0,0,0,15,0,1
69,51,34,0,0,0,4,1,0
825,325,277,0,0,0,13,0,1
749,314,270,0,0,3,61,0,0
90,75,21,0,0,1,15,0,1
27,23,7,1,1,0,5,0,0
83,40,6,0,0,0,9,0,0
76,58,29,0,0,0,0,0,0
165,103,63,2,1,1,10,0,0
62,49,17,0,0,0,8,0,1
21,17,6,0,0,0,5,0,1
102,71,36,0,0,1,5,1,0
20,17,3,0,0,1,2,0,0
187,108,68,0,0,1,5,0,0
649,319,209,0,0,3,17,1,1
401,190,130,1,1,4,30,1,0
370,195,113,0,0,0,23,0,0
113,84,47,0,0,0,3,1,1
124,98,32,0,0,0,10,0,1
25,23,7,0,0,0,4,0,0
1037,473,326,1,1,0,57,0,0
3232,1060,968,7,2,4,191,2,0
378,169,168,0,0,0,9,0,1
63,57,17,0,0,0,4,0,1
9,9,0,0,0,0,0,1,1
146,97,49,0,0,0,6,0,1
253,157,91,0,0,0,4,0,1
351,197,143,0,0,0,6,1,1
513,216,186,12,3,1,26,2,0
96,74,25,0,0,0,3,0,1
60,48,24,0,0,0,5,0,0
172,112,63,0,0,0,6,0,0
56,49,19,0,0,0,4,0,0
101,75,31,0,0,0,8,0,0
4570,1344,1309,3,1,12,352,2,0
44,37,13,0,0,0,8,0,1
156,140,14,0,0,0,17,0,1
102,68,6,0,0,0,25,0,1
79,68,14,0,0,0,17,0,1
158,97,49,0,0,0,5,0,1
338,139,25,0,0,0,50,0,0
148,95,63,0,0,0,1,0,0
342,124,95,0,0,0,38,0,0
223,144,86,0,0,0,1,2,0
375,207,132,0,0,0,25,2,1
156,95,47,0,0,0,8,0,0
497,273,157,1,1,0,16,0,1
174,111,50,0,0,0,3,1,0
42,39,10,0,0,0,9,0,0
79,58,20,2,1,0,8,0,0
114,92,38,0,0,1,6,0,0
27,27,3,0,0,0,11,0,1
204,123,77,1,1,1,6,0,1
701,321,126,0,0,0,157,1,1
29,24,14,0,0,0,2,0,0
28,27,8,0,0,0,3,0,0
1373,528,442,0,0,0,40,2,1
63,51,24,0,0,0,4,0,1
24,22,0,0,0,0,4,0,0
12,12,1,0,0,0,2,0,1
272,138,71,0,0,0,24,0,0
234,138,96,0,0,0,3,0,0
489,183,64,0,0,0,41,0,0
59,36,20,0,0,0,1,0,0
868,322,306,0,0,0,41,0,0
75,63,22,0,0,0,3,0,1
462,233,157,0,0,0,17,1,1
122,79,43,0,0,0,0,1,1
345,192,112,4,3,6,25,0,1
210,132,84,0,0,0,11,0,0
66,53,30,0,0,1,2,0,0
1258,534,290,42,7,1,148,2,0
91,67,35,0,0,0,5,0,0
68,54,24,0,0,0,1,0,0
65,61,3,0,0,0,3,0,1
362,170,111,0,0,23,31,0,0
55,43,8,2,1,1,11,0,0
149,102,43,0,0,0,11,1,1
120,98,28,0,0,0,11,0,1
115,76,41,0,0,0,3,0,0
436,254,142,0,0,0,53,0,1
369,191,150,0,0,0,6,1,1
275,163,75,4,4,0,14,1,1
176,90,39,0,0,2,33,0,0
25,19,4,0,0,0,0,0,0
186,89,4,0,0,0,67,0,0
75,70,8,0,0,0,18,0,1
27,22,12,0,0,0,0,0,0
815,434,190,0,0,0,58,1,1
688,285,197,0,0,0,7,2,1
27,23,12,0,0,0,0,0,0
47,24,10,0,0,0,2,0,1
910,476,291,0,0,0,122,2,1
467,241,150,0,0,0,24,0,0
284,165,91,0,0,0,6,0,1
27,21,6,0,0,0,0,0,0
5,5,1,0,0,0,0,0,1
229,138,99,0,0,0,7,0,1
512,270,121,0,0,35,83,0,0
179,125,53,0,0,0,4,0,1
24,22,0,0,0,0,4,0,0
178,114,62,0,0,0,5,0,1
10,10,3,0,0,0,0,0,0
84,66,31,0,0,0,8,0,0
107,58,22,0,0,0,6,0,0
82,67,25,0,0,0,13,0,1
43,39,15,0,0,0,3,0,0
284,177,92,0,0,0,6,0,0
21,19,10,0,0,0,3,0,0
644,289,202,0,0,0,58,1,0
1944,174,63,0,0,0,569,0,1
263,135,76,0,0,0,6,0,1
19,17,0,0,0,0,0,0,0
20,18,5,0,0,0,1,1,0
270,113,76,0,0,0,5,0,0
67,45,14,0,0,3,6,0,0
18,18,6,0,0,0,2,0,0
89,60,41,0,0,0,5,1,0
153,91,58,0,0,0,4,3,1
111,80,25,0,0,0,5,0,1
186,123,58,0,0,0,2,1,1
117,90,37,0,0,0,14,0,1
123,94,29,1,1,0,12,0,1
114,88,24,0,0,0,5,1,1
27,25,12,0,0,0,1,0,0
100,81,26,0,0,0,11,0,1
7,7,2,0,0,0,0,0,0
136,88,44,0,0,0,3,0,1
37,32,7,0,0,0,3,0,0
47,42,8,0,0,0,7,0,1
462,215,169,1,1,0,22,0,0
61,54,10,0,0,1,10,0,0
140,76,53,0,0,0,4,0,0
87,62,29,0,0,0,1,1,1
892,373,295,0,0,0,46,1,1
67,62,9,0,0,0,13,0,1
60,48,14,1,1,0,8,0,0
53,37,10,0,0,2,9,0,0
1660,504,455,66,5,0,114,2,0
117,87,26,0,0,0,10,1,1
45,34,2,0,0,0,5,0,0
93,78,23,0,0,0,7,2,1
326,173,90,0,0,11,34,0,0
47,34,8,3,3,1,12,0,1
12,12,2,0,0,0,3,0,1
635,326,134,9,8,60,152,0,0
79,69,14,0,0,0,19,0,1
